module	Sub category 1:	sub category 2:	sub category 3:	sub category 4:	sub category 5:	sub category 6:	sub category 7:	has descriptor	ontology ID	label	prefered label	parent class	exact synonym	exact match	close match	definition	comment	editors note	broad synonym	narrow synonym	cross refference	BCODMO master parameter	Entity subset	category subset
compound	silicon compound	silicon oxoacid	silicic acid						CHEBI:26675	silicic acid	silicic acid	silicon oxoacid										http://lod.bco-dmo.org/id/parameter/1207|http://lod.bco-dmo.org/id/parameter/973	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon oxide							CHEBI:33327	silicon oxide	silicon oxide	silicon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon oxide	disilicate(6-)						CHEBI:29380	disilicate(6-)	disilicate(6-)	silicon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon oxide	metasilicate						CHEBI:29381	metasilicate	metasilicate	silicon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon oxide	oxidosilicon(1+)						CHEBI:30589	oxidosilicon(1+)	oxidosilicon(1+)	silicon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon oxide	silicon dioxide						CHEBI:30563	silicon dioxide	silicon dioxide	silicon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon oxide	silicon dioxide	quartz					CHEBI:46727	quartz	quartz	silicon dioxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon oxide	silicon monoxide						CHEBI:30588	silicon monoxide	silicon monoxide	silicon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon oxide	trioxidosilicate(.1-)						CHEBI:30199	trioxidosilicate(.1-)	trioxidosilicate(.1-)	silicon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride							CHEBI:33329	silicon hydride	silicon hydride	silicon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	disilanide						CHEBI:30596	disilanide	disilanide	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	disilanyl						CHEBI:30593	disilanyl	disilanyl	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	disilanylium						CHEBI:30595	disilanylium	disilanylium	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	hydridosilicate(1-)						CHEBI:30578	hydridosilicate(1-)	hydridosilicate(1-)	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	hydridosilicon						CHEBI:30580	hydridosilicon	hydridosilicon	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	hydridosilicon(1+)						CHEBI:30579	hydridosilicon(1+)	hydridosilicon(1+)	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	disilane						CHEBI:30597	disilane	disilane	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	silane						CHEBI:29389	silane	silane	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	silanide						CHEBI:30561	silanide	silanide	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	silyl						CHEBI:30560	silyl	silyl	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicon hydride	silylium						CHEBI:30562	silylium	silylium	silicon hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	biogenic silica							CHEBI:64389	biogenic silica	biogenic silica	silicon compound										http://lod.bco-dmo.org/id/parameter/1208|http://lod.bco-dmo.org/id/parameter/661639	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicate mineral							CHEBI:46663	silicate mineral	silicate mineral	silicon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicate mineral	actinolite						CHEBI:46683	actinolite	actinolite	silicate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicate mineral	aluminosilicate mineral						CHEBI:48730	aluminosilicate mineral	aluminosilicate mineral	silicate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicate mineral	anthophyllite						CHEBI:46681	anthophyllite	anthophyllite	silicate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicate mineral	asbestos						CHEBI:46661	asbestos	asbestos	silicate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicate mineral	gruenerite						CHEBI:46679	gruenerite	gruenerite	silicate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicate mineral	riebeckite						CHEBI:46665	riebeckite	riebeckite	silicate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicate mineral	serpentine mineral						CHEBI:46670	serpentine mineral	serpentine mineral	silicate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicate mineral	serpentine mineral	antigorite					CHEBI:46672	antigorite	antigorite	serpentine mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	silicon compound	silicate mineral	serpentine mineral	lizardite					CHEBI:46674	lizardite	lizardite	serpentine mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound								CHEBI:26712	sodium compound	sodium compound	compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium hydroxide							CHEBI:32145	sodium hydroxide	sodium hydroxide	sodium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt							CHEBI:26714	sodium salt	sodium salt	sodium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt						CHEBI:38700	organic sodium salt	organic sodium salt	sodium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt	sodium acetate					CHEBI:32954	sodium acetate	sodium acetate	organic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt	sodium butyrate					CHEBI:64103	sodium butyrate	sodium butyrate	organic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt	sodium carbonate					CHEBI:29377	sodium carbonate	sodium carbonate	organic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt	sodium citrate					CHEBI:53258	sodium citrate	sodium citrate	organic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt	sodium formate					CHEBI:62965	sodium formate	sodium formate	organic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt	sodium hydrogencarbonate					CHEBI:32139	sodium hydrogencarbonate	sodium hydrogencarbonate	organic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt	sodium lactate					CHEBI:75228	sodium lactate	sodium lactate	organic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt	sodium malonate					CHEBI:62983	sodium malonate	sodium malonate	organic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt	sodium propionate					CHEBI:132106	sodium propionate	sodium propionate	organic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	organic sodium salt	sodium pyruvate					CHEBI:50144	sodium pyruvate	sodium pyruvate	organic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	sodium cyanide						CHEBI:33192	sodium cyanide	sodium cyanide	sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	sodium phosphate						CHEBI:37586	sodium phosphate	sodium phosphate	sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt						CHEBI:38702	inorganic sodium salt	inorganic sodium salt	sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium arsenate					CHEBI:84070	sodium arsenate	sodium arsenate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium arsenite					CHEBI:29678	sodium arsenite	sodium arsenite	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium aurothiosulfate					CHEBI:53622	sodium aurothiosulfate	sodium aurothiosulfate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium azide					CHEBI:278547	sodium azide	sodium azide	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium borohydride					CHEBI:50985	sodium borohydride	sodium borohydride	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium chloride					CHEBI:26710	sodium chloride	sodium chloride	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium chloride	halite				CHEBI:46715	halite	halite	sodium chloride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium chlorite					CHEBI:78667	sodium chlorite	sodium chlorite	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium chromate					CHEBI:78671	sodium chromate	sodium chromate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium dichromate					CHEBI:39483	sodium dichromate	sodium dichromate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium dihydrogen arsenate					CHEBI:77719	sodium dihydrogen arsenate	sodium dihydrogen arsenate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium diphosphate					CHEBI:71240	sodium diphosphate	sodium diphosphate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium disulfite					CHEBI:114786	sodium disulfite	sodium disulfite	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium fluorate					CHEBI:132769	sodium fluorate	sodium fluorate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium fluorophosphate					CHEBI:86431	sodium fluorophosphate	sodium fluorophosphate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium hypochlorite					CHEBI:32146	sodium hypochlorite	sodium hypochlorite	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium nitrite					CHEBI:78870	sodium nitrite	sodium nitrite	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium perborate					CHEBI:30178	sodium perborate	sodium perborate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium perchlorate					CHEBI:132103	sodium perchlorate	sodium perchlorate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium periodate					CHEBI:75226	sodium periodate	sodium periodate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium selenate					CHEBI:77775	sodium selenate	sodium selenate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium selenide					CHEBI:77773	sodium selenide	sodium selenide	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sodium compound	sodium salt	inorganic sodium salt	sodium silicate					CHEBI:60720	sodium silicate	sodium silicate	inorganic sodium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	strontium compound								CHEBI:37131	strontium compound	strontium compound	compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	strontium compound	strontium hydroxide							CHEBI:35153	strontium hydroxide	strontium hydroxide	strontium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	strontium compound	strontium hydroxide	strontium dihydroxide						CHEBI:35105	strontium dihydroxide	strontium dihydroxide	strontium hydroxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	strontium compound	strontium hydroxide	strontium monohydroxide						CHEBI:35109	strontium monohydroxide	strontium monohydroxide	strontium hydroxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound								CHEBI:26835	sulfur compound	sulfur compound	compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	dimethyl sulfide							CHEBI:17437	dimethyl sulfide	dimethyl sulfide	sulfur compound										http://lod.bco-dmo.org/id/parameter/505540	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	"S,S-dimethyl-beta-propiothetin"							CHEBI:16457	"S,S-dimethyl-beta-propiothetin"	"S,S-dimethyl-beta-propiothetin"	sulfur compound	DMSP										http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid							CHEBI:33402	sulfur oxoacid	sulfur oxoacid	sulfur compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	dihydroxidosulfur						CHEBI:33536	dihydroxidosulfur	dihydroxidosulfur	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	disulfuric acid						CHEBI:29211	disulfuric acid	disulfuric acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	disulfurous acid						CHEBI:29252	disulfurous acid	disulfurous acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	dithionic acid						CHEBI:29208	dithionic acid	dithionic acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	dithionous acid						CHEBI:29253	dithionous acid	dithionous acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	dithiosulfuric acid						CHEBI:50493	dithiosulfuric acid	dithiosulfuric acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	hypothiocyanous acid						CHEBI:133907	hypothiocyanous acid	hypothiocyanous acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	peroxydisulfuric acid						CHEBI:29268	peroxydisulfuric acid	peroxydisulfuric acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	peroxysulfuric acid						CHEBI:29286	peroxysulfuric acid	peroxysulfuric acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	sulfenic acid						CHEBI:37858	sulfenic acid	sulfenic acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	sulfinic acid						CHEBI:29213	sulfinic acid	sulfinic acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	sulfonic acid						CHEBI:29214	sulfonic acid	sulfonic acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	sulfuric acid						CHEBI:26836	sulfuric acid	sulfuric acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	sulfurous acid						CHEBI:48854	sulfurous acid	sulfurous acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	tetrathionic acid						CHEBI:16853	tetrathionic acid	tetrathionic acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	thiosulfuric acid						CHEBI:33540	thiosulfuric acid	thiosulfuric acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	thiosulfurous acid						CHEBI:156081	thiosulfurous acid	thiosulfurous acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoacid	trithionic acid						CHEBI:29210	trithionic acid	trithionic acid	sulfur oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide							CHEBI:48154	sulfur oxide	sulfur oxide	sulfur compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	dioxidosulfate(.1-)						CHEBI:29820	dioxidosulfate(.1-)	dioxidosulfate(.1-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	dioxidosulfate(2-)						CHEBI:29821	dioxidosulfate(2-)	dioxidosulfate(2-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	disulfanediolate(2-)						CHEBI:29392	disulfanediolate(2-)	disulfanediolate(2-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	disulfate(2-)						CHEBI:45163	disulfate(2-)	disulfate(2-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	disulfite						CHEBI:29251	disulfite	disulfite	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	dithionate(2-)						CHEBI:29209	dithionate(2-)	dithionate(2-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	dithionite(2-)						CHEBI:42160	dithionite(2-)	dithionite(2-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	oxidosulfate(.1-)						CHEBI:29824	oxidosulfate(.1-)	oxidosulfate(.1-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	oxidosulfur(.1+)						CHEBI:29823	oxidosulfur(.1+)	oxidosulfur(.1+)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	peroxybis(sulfanide)						CHEBI:29391	peroxybis(sulfanide)	peroxybis(sulfanide)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	peroxydisulfate						CHEBI:29267	peroxydisulfate	peroxydisulfate	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	peroxysulfate(2-)						CHEBI:29288	peroxysulfate(2-)	peroxysulfate(2-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	sulfate						CHEBI:16189	sulfate	sulfate	sulfur oxide										http://lod.bco-dmo.org/id/parameter/1904	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	sulfite						CHEBI:17359	sulfite	sulfite	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	sulfur dioxide						CHEBI:18422	sulfur dioxide	sulfur dioxide	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	sulfur monoxide						CHEBI:45822	sulfur monoxide	sulfur monoxide	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	sulfur trioxide						CHEBI:29384	sulfur trioxide	sulfur trioxide	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	tetraoxidosulfate(.1-)						CHEBI:29406	tetraoxidosulfate(.1-)	tetraoxidosulfate(.1-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	tetrathionate(.3-)						CHEBI:29404	tetrathionate(.3-)	tetrathionate(.3-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	tetrathionate(2-)						CHEBI:15226	tetrathionate(2-)	tetrathionate(2-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	thiosulfate(2-)						CHEBI:16094	thiosulfate(2-)	thiosulfate(2-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	thiosulfite(2-)						CHEBI:29257	thiosulfite(2-)	thiosulfite(2-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	trioxidosulfate(.1-)						CHEBI:29405	trioxidosulfate(.1-)	trioxidosulfate(.1-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	trioxidosulfidosulfate(.1-)						CHEBI:29394	trioxidosulfidosulfate(.1-)	trioxidosulfidosulfate(.1-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxide	trithionate(2-)						CHEBI:15987	trithionate(2-)	trithionate(2-)	sulfur oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride							CHEBI:33535	sulfur hydride	sulfur hydride	sulfur compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	dihydridosulfur(.1+)						CHEBI:29324	dihydridosulfur(.1+)	dihydridosulfur(.1+)	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	disulfane						CHEBI:33114	disulfane	disulfane	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	disulfanide						CHEBI:30604	disulfanide	disulfanide	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	hydrogen sulfide						CHEBI:16136	hydrogen sulfide	hydrogen sulfide	sulfur hydride										http://lod.bco-dmo.org/id/parameter/1210	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	hydrosulfide						CHEBI:29919	hydrosulfide	hydrosulfide	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	pentasulfane						CHEBI:50374	pentasulfane	pentasulfane	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	pentasulfanide						CHEBI:30611	pentasulfanide	pentasulfanide	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	sulfanyl						CHEBI:29312	sulfanyl	sulfanyl	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	sulfanylium						CHEBI:29918	sulfanylium	sulfanylium	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	sulfonium						CHEBI:30488	sulfonium	sulfonium	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	tetrahydridosulfur						CHEBI:37180	tetrahydridosulfur	tetrahydridosulfur	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	tetrasulfane						CHEBI:50364	tetrasulfane	tetrasulfane	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	tetrasulfanide						CHEBI:30610	tetrasulfanide	tetrasulfanide	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	trihydridosulfate(1-)						CHEBI:30489	trihydridosulfate(1-)	trihydridosulfate(1-)	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	trihydridosulfur(.)						CHEBI:30487	trihydridosulfur(.)	trihydridosulfur(.)	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	trisulfane						CHEBI:50365	trisulfane	trisulfane	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur hydride	trisulfanide						CHEBI:30609	trisulfanide	trisulfanide	sulfur hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoanion							CHEBI:33482	sulfur oxoanion	sulfur oxoanion	sulfur compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoanion	dioxidosulfate(.1-)						CHEBI:29820	dioxidosulfate(.1-)	dioxidosulfate(.1-)	sulfur oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoanion	dioxidosulfate(2-)						CHEBI:29821	dioxidosulfate(2-)	dioxidosulfate(2-)	sulfur oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoanion	disulfanediolate(1-)						CHEBI:35922	disulfanediolate(1-)	disulfanediolate(1-)	sulfur oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoanion	disulfanediolate(2-)						CHEBI:29392	disulfanediolate(2-)	disulfanediolate(2-)	sulfur oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoanion	disulfate(2-)						CHEBI:45163	disulfate(2-)	disulfate(2-)	sulfur oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	sulfur compound	sulfur oxoanion	disulfite						CHEBI:29251	disulfite	disulfite	sulfur oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
